title,artist,artist_bio,artist_birth_year,artist_death_year,num_artists,n_female_artists,n_male_artists,artist_gender,year_acquired,year_created,circumference_cm,depth_cm,diameter_cm,height_cm,length_cm,width_cm,seat_height_cm,purchase,gift,exchange,classification,department
Constanza,George McNeil,"(American, 1908–1995)",1908,1995,1,0,1,Male,1959,1958,NA,NA,NA,121.6,NA,121.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Still Life with Ginger Jar, Sugar Bowl, and Oranges",Paul Cézanne,"(French, 1839–1906)",1839,1906,1,0,1,Male,1934,1902,NA,NA,NA,60.6,NA,73.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Geranium,Max Weber,"(American, born Russia. 1881–1961)",1881,1961,1,0,1,Male,1944,1911,NA,NA,NA,101.3,NA,81.9,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
Still Life -- Glove and Newspaper,Joan Miró,"(Spanish, 1893–1983)",1893,1983,1,0,1,Male,1955,1921,NA,NA,NA,116.8,NA,89.5,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Z II,László Moholy-Nagy,"(American, born Hungary. 1895–1946)",1895,1946,1,0,1,Male,1956,1925,NA,NA,NA,95.4,NA,75.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Mother and Child,Abraham Rattner,"(American, 1893–1978)",1893,1978,1,0,1,Male,1940,1938,NA,NA,NA,73,NA,100,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Fugue,John Tunnard,"(British, 1900–1971)",1900,1971,1,0,1,Male,1943,1938,NA,NA,NA,61,NA,86.7,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
The Two Musicians,Max Weber,"(American, born Russia. 1881–1961)",1881,1961,1,0,1,Male,1944,1917,NA,NA,NA,101.9,NA,76.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Cwn Tryfan Rock,John Piper,"(British, 1903–1992)",1903,1992,1,0,1,Male,1951,1950,NA,NA,NA,63.8,NA,76.2,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Two Russians,Emil Nolde,"(German, 1867–1956)",1867,1956,1,0,1,Male,1954,1915,NA,NA,NA,73.4,NA,90,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Landscape with Yellow Nudes,Otto Mueller,"(German, 1874–1930)",1874,1930,1,0,1,Male,1955,1919,NA,NA,NA,70.2,NA,90.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
A Good Circular God,Jeanne Reynal,"(American, 1903–1983)",1903,1983,1,1,0,Female,1951,1948,NA,2.5,NA,94,NA,61.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Color Form Sychromy (Eidos),Morgan Russell,"(American, 1886–1953)",1886,1953,1,0,1,Male,1951,1922,NA,NA,NA,36.8,NA,27,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"No. 16 (Red, Brown, and Black)",Mark Rothko,"(American, born Russia (now Latvia). 1903–1970)",1903,1970,1,0,1,Male,1959,1958,NA,NA,NA,270.8,NA,297.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Still Life with Apples,Paul Cézanne,"(French, 1839–1906)",1839,1906,1,0,1,Male,1934,1895,NA,NA,NA,68.6,NA,92.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Nursery,Stanley Spencer,"(British, 1891–1959)",1891,1959,1,0,1,Male,1940,1936,NA,NA,NA,76.5,NA,91.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Dalmatian Scene,Antonio Zoran Music,"(Italian, 1909–2005)",1909,2005,1,0,1,Male,1953,1951,NA,NA,NA,54.3,NA,73,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
"Murtsphde, 570",Iaroslav Serpan,"(French, born Czechoslovakia. 1922–1976)",1922,1976,1,0,1,Male,1959,1957,NA,NA,NA,146,NA,113.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Golden Tension,Will Barnet,"(American, 1911–2012)",1911,2012,1,0,1,Male,1960,1959,NA,NA,NA,162.5,NA,101.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Flower Festival: Feast of Santa Anita,Diego Rivera,"(Mexican, 1886–1957)",1886,1957,1,0,1,Male,1936,1931,NA,NA,NA,199.3,NA,162.5,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Painting,Pierre Soulages,"(French, born 1919)",1919,NA,1,0,1,Male,1959,1956,NA,NA,NA,150.5,NA,195,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
On the Beach (Double Self-Portrait),Christian Bérard,"(French, 1902–1949)",1902,1949,1,0,1,Male,1960,1933,NA,NA,NA,80.8,NA,116.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
City Walls,Niles Spencer,"(American, 1893–1952)",1893,1952,1,0,1,Male,1936,1921,NA,NA,NA,100,NA,73,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
Jean Cocteau,Christian Bérard,"(French, 1902–1949)",1902,1949,1,0,1,Male,1940,1928,NA,NA,NA,65.1,NA,54,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Washington Crossing the Delaware,Larry Rivers,"(American, 1923–2002)",1923,2002,1,0,1,Male,1955,1953,NA,NA,NA,212.4,NA,283.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Number 3, 1954",Myron Stout,"(American, 1908–1987)",1908,1987,1,0,1,Male,1959,1954,NA,NA,NA,50.9,NA,40.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Family Picture,Max Beckmann,"(German, 1884–1950)",1884,1950,1,0,1,Male,1935,1920,NA,NA,NA,65.1,NA,101,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Self-Portrait,Oskar Kokoschka,"(Austrian, 1886–1980)",1886,1980,1,0,1,Male,1940,1913,NA,NA,NA,81.6,NA,49.5,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Forest Blizzard,Jean-Paul Riopelle,"(Canadian, 1923–2002)",1923,2002,1,0,1,Male,1954,1953,NA,NA,NA,170.5,NA,254.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Shutters,Giuseppe Guerreschi,"(Italian, 1929–1985)",1929,1985,1,0,1,Male,1957,1956,NA,NA,NA,179.9,NA,109.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Kabuki,Kumi Sugaï,"(Japanese, 1919–1996)",1919,1996,1,0,1,Male,1959,1958,NA,NA,NA,145.8,NA,113.3,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Painting,Modest Cuixart,"(Spanish, 1925–2001)",1925,2001,1,0,1,Male,1960,1958,NA,NA,NA,225,NA,130.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Biker,Susan Rothenberg,"(American, born 1945)",1945,NA,1,1,0,Female,1986,1985,NA,NA,NA,188.3,NA,175.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Untitled (6.8.84),Oliver Jackson,"(American, born 1935)",1935,NA,1,0,1,Male,1989,1984,NA,NA,NA,275,NA,242.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Expectation,Richard Oelze,"(German, 1900–1981)",1900,1981,1,0,1,Male,1940,1935,NA,NA,NA,81.6,NA,100.6,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Sounds in the Rock,Theodoros Stamos,"(American, 1922–1997)",1922,1997,1,0,1,Male,1947,1946,NA,NA,NA,122.2,NA,72.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Space,Antoni Tàpies,"(Spanish, 1923–2012)",1923,2012,1,0,1,Male,1959,1956,NA,NA,NA,194.6,NA,170,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Two Apples a Lemon and a Pear June 30 1985,Donald Sultan,"(American, born 1951)",1951,NA,1,0,1,Male,1986,1985,NA,NA,NA,123.2,NA,123.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Benny and Mary Ellen Andrews,Alice Neel,"(American, 1900–1984)",1900,1984,1,1,0,Female,1988,1972,NA,NA,NA,152.4,NA,127,NA,FALSE,TRUE,TRUE,Painting,Painting & Sculpture
Trash and Trashcan,Neil Jenney,"(American, born 1945)",1945,NA,1,0,1,Male,1989,1970,NA,NA,NA,148.6,NA,141.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The World War had caused a great shortage in Northern industry and also citizens of foreign countries were returning home,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,30.4801,NA,45.7201,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
In many of the communities the Negro press was read continually because of its attitude and its encouragement of the movement,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Another of the social causes of the migrants' leaving was that at times they did not feel safe, or it was not the best thing to be found on the streets late at night. They were arrested on the slightest provocation",Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,30.4800609601,NA,45.7200914402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Child labor and a lack of education was one of the other reasons for people wishing to leave their homes,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,30.4800609601,NA,45.7200914402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
And people all over the South began to discuss this great movement,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The labor agent who had been sent South by Northern industry was a very familiar person in the Negro counties,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
In every home people who had not gone North met and tried to decide if they should go North or not,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,30.4800609601,NA,45.7200914402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The railroad stations in the South were crowded with people leaving for the North,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,0,NA,30.5,NA,45.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Negro press was also influential in urging the people to leave the South,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"They arrived in great numbers into Chicago, the gateway of the West",Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,0,NA,30.5,NA,45.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
They also worked in large numbers on the railroad,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,30.4800609601,NA,45.7200914402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Negro was the largest source of labor to be found after all others had been exhausted,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The migrants arrived in great numbers,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,30.4800609601,NA,45.7200914402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"They also made it very difficult for migrants leaving the South. They often went to railroad stations and arrested the Negroes wholesale, which in turn made them miss their train",Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Living conditions were better in the North,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,0,NA,30.5,NA,45.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Industries attempted to board their labor in quarters that were oftentimes very unhealthy. Labor camps were numerous,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Housing for the Negroes was a very difficult problem,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Race riots were very numerous all over the North because of the antagonism that was caused between the Negro and white workers. Many of these riots occurred because the Negro was used as a strike breaker in many of the Northern industries,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
One of the largest race riots occurred in East St. Louis,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,30.4800609601,NA,45.7200914402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
One of the main forms of social and recreational activities in which the migrants indulged occurred in the church,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Among one of the last groups to leave the South was the Negro professional who was forced to follow his clientele to make a living,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,30.4800609601,NA,45.7200914402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
In the North the Negro had better educational facilities,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,30.4800609601,NA,45.7200914402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The trains were packed continually with migrants,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
And the migrants kept coming,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,0,NA,30.5,NA,45.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"They did not always leave because they were promised work in the North. Many of them left because of Southern conditions, one of them being great floods that ruined the crops, and therefore they were unable to make a living where they were",Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
They were very poor,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,0,NA,30.5,NA,45.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The railroad stations were at times so over-packed with people leaving that special guards had to be called in to keep order,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,0,NA,30.5,NA,45.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Among the social conditions that existed which was partly the cause of the migration was the injustice done to the Negroes in the courts,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Although the Negro was used to lynching, he found this an opportune time for him to leave where one had occurred",Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The migration gained in momentum,Jacob Lawrence,"(American, 1917–2000)",1917,2e3,1,0,1,Male,1942,1940,NA,NA,NA,45.7200914402,NA,30.4800609601,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Painting,Nicolas de Staël,"(French, 1914–1955)",1914,1955,1,0,1,Male,1951,1947,NA,NA,NA,195.6,NA,97.5,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Kenneth Fearing,Alice Neel,"(American, 1900–1984)",1900,1984,1,1,0,Female,1988,1935,NA,NA,NA,76.5,NA,66,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Parade,Peter Blume,"(American, 1906–1992)",1906,1992,1,0,1,Male,1935,1930,NA,NA,NA,125.1,NA,143.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Dance,Maria Helena Vieira da Silva,"(French, born Portugal. 1908–1992)",1908,1992,1,1,0,Female,1954,1938,NA,NA,NA,49.5,NA,150.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Painting,Wols (A. O. Wolfgang Schulze),"(German, 1913–1951)",1913,1951,1,0,1,Male,1956,1946,NA,NA,NA,81,NA,81.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Italian Landscape,Arthur B. Davies,"(American, 1862–1928)",1862,1928,1,0,1,Male,1934,1925,NA,NA,NA,66.4,NA,101.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Cock,Mariano (Mariano Rodríguez),"(Cuban, 1912–1990)",1912,1990,1,0,1,Male,1942,1941,NA,NA,NA,74.3,NA,63.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Two Persons at a Table,Raoul Ubac,"(Belgian, born Germany, 1910–1985)",1910,1985,1,0,1,Male,1951,1950,NA,NA,NA,129.5,NA,73,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Woman by a Window,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1956,1956,NA,NA,NA,162,NA,130,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Amerika VIII,"Tim Rollins, K.O.S. (Kids of Survival), Angel Abreu, Jose Burges, Robert Delgado, George Garces, Richard Lulo, Nelson Montes, José Parissi, Carlos Rivera, Annette Rosado, Nelson Ricardo Savinon","(American, 1955–2017) (founded 1982) (American, born 1974) (American, born 1971) (American, born 1971) (American, born 1972) (American, 1971–1988) (American, born 1972) (American, born 1968) (American, born 1971) (American, born 1972) (American, born 1971)",1955,2017,10,1,9,NA,1988,1986,NA,NA,NA,175.6,NA,426.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Wine Press,Arthur B. Davies,"(American, 1862–1928)",1862,1928,1,0,1,Male,1934,1918,NA,NA,NA,81.9,NA,61.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Wheel,Jack Tworkov,"(American, born Poland. 1900–1982)",1900,1982,1,0,1,Male,1954,1953,NA,NA,NA,137.2,NA,127,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Untitled,Raymond Parker,"(American, 1922–1990)",1922,1990,1,0,1,Male,1960,1960,NA,NA,NA,182.5,NA,218.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Winter Scene,Alex Katz,"(American, born 1927)",1927,NA,1,0,1,Male,1991,1951,NA,NA,NA,61,NA,60.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Day the Bosque Froze Over,Clara McDonald Williamson,"(American, 1875–1976)",1875,1976,1,1,0,Female,1954,1953,NA,NA,NA,50.8,NA,71.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Saintpaulia,William Ronald,"(Canadian, 1926–1998)",1926,1998,1,0,1,Male,1957,1956,NA,NA,NA,122,NA,132.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Violin and Grapes,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1960,1912,NA,NA,NA,60.9601,NA,50.8001,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Listen to Living,Roberto Matta,"(Chilean, 1911–2002)",1911,2002,1,0,1,Male,1942,1941,NA,NA,NA,74.9,NA,94.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Rope Dancer Accompanies Herself with Her Shadows,Man Ray (Emmanuel Radnitzky),"(American, 1890–1976)",1890,1976,1,0,1,Male,1954,1916,NA,NA,NA,132.1,NA,186.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Red Head, Blue Body",Meret Oppenheim,"(Swiss, 1913–1985)",1913,1985,1,1,0,Female,1991,1936,NA,NA,NA,80.3,NA,80.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Fallen Fig,Theodoros Stamos,"(American, 1922–1997)",1922,1997,1,0,1,Male,1955,1949,NA,NA,NA,121.9,NA,65.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Abstract Forms,Antoine Pevsner,"(French, born Russia. 1886–1962)",1886,1962,1,0,1,Male,1936,1913,NA,NA,NA,43.8,NA,34.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Bear Cat,Sarai Sherman,"(American, born 1922)",1922,NA,1,1,0,Female,1960,1959,NA,NA,NA,100.3,NA,69.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
No More Games,Benny Andrews,"(American, 1930–2006)",1930,2006,1,0,1,Male,1971,1970,NA,NA,NA,256.2,NA,126.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Rayonist Composition: Domination of Red,Mikhail Larionov,"(Russian, 1881–1964)",1881,1964,1,0,1,Male,1936,1912,NA,NA,NA,52.7,NA,72.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"A, C And D From Group/And",Dorothea Rockburne,"(American, born Canada 1932)",1932,NA,1,1,0,Female,1971,1970,NA,112,NA,422.8,NA,641.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Tents of Judea,Mordecai Ardon,"(Israeli, born Poland. 1896–1992)",1896,1992,1,0,1,Male,1952,1950,NA,NA,NA,80.9,NA,100,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Tree of Paradise,Séraphine Louis,"(French, 1864–1942)",1864,1942,1,1,0,Female,1970,1928,NA,NA,NA,194.9,NA,130.5,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
George Biddle Playing the Flute,Alexander Brook,"(American, 1898–1980)",1898,1980,1,0,1,Male,1935,1929,NA,NA,NA,102.6,NA,76.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
No. 10,Mark Rothko,"(American, born Russia (now Latvia). 1903–1970)",1903,1970,1,0,1,Male,1952,1950,NA,NA,NA,229.6,NA,145.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
G.U.--G.U. Well,Alan Shields,"(American,1944–2005)",1944,2005,1,0,1,Male,1971,1969,NA,NA,NA,296,NA,434.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Boat,Peter Blume,"(American, 1906–1992)",1906,1992,1,0,1,Male,1952,1929,NA,NA,NA,51.1,NA,61.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Series of 9, Number 2",Paul Burlin,"(American, 1886–1969)",1886,1969,1,0,1,Male,1971,1969,NA,NA,NA,139.3,NA,124,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Untitled,Bruce Boice,"(American, born 1941)",1941,NA,1,0,1,Male,1975,1974,NA,NA,NA,80,NA,233.7,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Proposition Number 1,Allan D'Arcangelo,"(American, 1930–1998)",1930,1998,1,0,1,Male,1971,1966,NA,NA,NA,203.4,NA,203.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Signs III,Hedda Sterne,"(American, born Romania 1910–2011)",1910,NA,1,1,0,Female,1997,1981,NA,NA,NA,152.4,NA,101.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Visual Dynamics,Toni Costa,"(Italian, 1935–2013)",1935,2013,1,0,1,Male,1965,1963,NA,8.9,NA,143.8,NA,143.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Whiteness 6,Richard Tuttle,"(American, born 1941)",1941,NA,1,0,1,Male,1997,1994,NA,6.9,NA,201.9,NA,182.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Number 17,Wojciech Fangor,"(Polish, 1922–2015)",1922,2015,1,0,1,Male,1965,1963,NA,NA,NA,100.1,NA,100.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Ring-A-Lingling,Richard Smith,"(British, 1931–2016)",1931,2016,1,0,1,Male,1971,1966,NA,43.2,NA,213.4,NA,213.4,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Still Life with Three Puppies,Paul Gauguin,"(French, 1848–1903)",1848,1903,1,0,1,Male,1952,1888,NA,NA,NA,91.8,NA,62.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Untitled,Marcos Grigorian,"(Iranian (naturalized American), born Russia. 1924–2007)",1924,2007,1,0,1,Male,1965,1963,NA,NA,NA,84.9,NA,80.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Poet Max Herrmann-Neisse,George Grosz,"(American, born Germany. 1893–1959)",1893,1959,1,0,1,Male,1952,1927,NA,NA,NA,59.4,NA,74,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Mural Painting,Fernand Léger,"(French, 1881–1955)",1881,1955,1,0,1,Male,1965,1924,NA,NA,NA,180.3,NA,79.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Moon and the Earth,Paul Gauguin,"(French, 1848–1903)",1848,1903,1,0,1,Male,1934,1893,NA,NA,NA,114.3,NA,62.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Painting,Hans Hartung,"(French, born Germany. 1904–1989)",1904,1989,1,0,1,Male,1952,1948,NA,NA,NA,97.2,NA,146,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"Blue Field, III",Lothar Quinte,"(German, 1923–2000)",1923,2e3,1,0,1,Male,1965,1963,NA,NA,NA,130.5,NA,100.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Relational Painting,Fritz Glarner,"(American, born Switzerland. 1899–1972)",1899,1972,1,0,1,Male,1949,1947,NA,NA,NA,109.5,NA,107.3,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Untitled,Mohsen Vaziri Moghaddam,"(Iranian, born 1924)",1924,NA,1,0,1,Male,1965,1962,NA,NA,NA,99.9,NA,180.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Dover, New Jersey",Israel Litwak,"(American, born Ukraine. 1867–1952)",1867,1952,1,0,1,Male,1949,1947,NA,NA,NA,55.9,NA,81.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Three Musicians,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1969,1921,NA,NA,NA,200.7,NA,222.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
